DeviceInfo,count,fraud_count,percentage,fraud_rate,relative_risk
SAMSUNG SM-S727VL Build/MMB29M,5,2,0.0008,40.0,11.4318
SM-G950W,5,0,0.0008,0.0,0.0
SM-G928V Build/MMB29K,5,0,0.0008,0.0,0.0
F1f Build/LMY47V,5,0,0.0008,0.0,0.0
SM-N950U1 Build/R16NW,5,0,0.0008,0.0,0.0
SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M,5,0,0.0008,0.0,0.0
SM-J320P Build/LMY47X,5,0,0.0008,0.0,0.0
SAMSUNG-SM-G920A Build/MMB29K,5,0,0.0008,0.0,0.0
XT1097,5,0,0.0008,0.0,0.0
S60 Build/MMB29M,5,0,0.0008,0.0,0.0
7048A Build/LRX22G,5,0,0.0008,0.0,0.0
6039A Build/LRX22G,5,0,0.0008,0.0,0.0
SAMSUNG SM-A510M Build/MMB29K,5,3,0.0008,60.0,17.1478
Z965 Build/NMF26V,5,5,0.0008,100.0,28.5796
E5306 Build/27.3.A.0.165,5,0,0.0008,0.0,0.0
Ilium,5,0,0.0008,0.0,0.0
XT1572 Build/NPHS25.200-15-8,5,0,0.0008,0.0,0.0
SAMSUNG SM-G900I Build/MMB29M,5,0,0.0008,0.0,0.0
SAMSUNG SM-G920F Build/LRX22G,5,0,0.0008,0.0,0.0
E6810 Build/5.320VZ.03.r,5,0,0.0008,0.0,0.0
SAMSUNG SM-G925P Build/MMB29K,5,1,0.0008,20.0,5.7159
HUAWEI M2-801W Build/HUAWEIM2-801W,5,0,0.0008,0.0,0.0
SM-P600 Build/LMY47X,5,0,0.0008,0.0,0.0
XT1032 Build/KXB21.14-L1.40,5,0,0.0008,0.0,0.0
Pixel XL Build/OPM1.171019.021,5,0,0.0008,0.0,0.0
Moto E (4) Plus Build/NMA26.42-11-3,5,1,0.0008,20.0,5.7159
Lenovo TB-7703X Build/S100,5,0,0.0008,0.0,0.0
LM-X210(G,5,4,0.0008,80.0,22.8637
MotoG3-TE Build/MPD24.65-33,5,5,0.0008,100.0,28.5796
en-us,5,0,0.0008,0.0,0.0
SM-A310F Build/MMB29K,5,0,0.0008,0.0,0.0
Lenovo PB1-750M Build/S100,5,0,0.0008,0.0,0.0
SM-G360T1 Build/LMY47X,5,0,0.0008,0.0,0.0
Moto E (4) Build/NMA26.42-11-3,5,0,0.0008,0.0,0.0
Blade,5,0,0.0008,0.0,0.0
Moto E (4) Build/NDQS26.69-64-2,5,0,0.0008,0.0,0.0
NEM-L51 Build/HONORNEM-L51,5,0,0.0008,0.0,0.0
Lenovo YT3-850F Build/MMB29M,5,0,0.0008,0.0,0.0
Moto C Build/NRD90M.070,5,0,0.0008,0.0,0.0
LG-M327 Build/NRD90U,5,1,0.0008,20.0,5.7159
iris 870 Build/MRA58K,5,0,0.0008,0.0,0.0
LGUS215 Build/NRD90U,5,0,0.0008,0.0,0.0
LG-V495,5,0,0.0008,0.0,0.0
LGMS631 Build/MRA58K,5,0,0.0008,0.0,0.0
MotoG3 Build/MPI24.65-25,5,0,0.0008,0.0,0.0
XT1008 Build/LPBS23.13-56-2,5,0,0.0008,0.0,0.0
WAS-TL10 Build/HUAWEIWAS-TL10,5,0,0.0008,0.0,0.0
BOIE9,5,0,0.0008,0.0,0.0
MotoE2 Build/LPCS23.13-56-5,5,0,0.0008,0.0,0.0
LGMS550 Build/MXB48T,5,0,0.0008,0.0,0.0
ASUS_Z017D,5,0,0.0008,0.0,0.0
XT1003,5,0,0.0008,0.0,0.0
rv:14.0,5,5,0.0008,100.0,28.5796
BLA-L09 Build/HUAWEIBLA-L09,5,0,0.0008,0.0,0.0
BLU LIFE XL Build/L050U,5,0,0.0008,0.0,0.0
BLU ENERGY X PLUS Build/LRX21M,5,0,0.0008,0.0,0.0
SM-T330NU Build/LMY47X,5,0,0.0008,0.0,0.0
BLN-L24 Build/HONORBLN-L24,5,0,0.0008,0.0,0.0
SM-A310M Build/NRD90M,5,0,0.0008,0.0,0.0
SM-G360V Build/LMY48B,5,0,0.0008,0.0,0.0
Vivo,5,0,0.0008,0.0,0.0
MHA-L29 Build/HUAWEIMHA-L29,5,0,0.0008,0.0,0.0
Blade A475 Build/LMY47D,5,1,0.0008,20.0,5.7159
ONEPLUS A5010 Build/OPM1.171019.011,5,0,0.0008,0.0,0.0
LG-K428 Build/MMB29M,5,0,0.0008,0.0,0.0
XT1032,5,0,0.0008,0.0,0.0
rv:44.0,5,0,0.0008,0.0,0.0
ONE A2005 Build/MMB29M,5,0,0.0008,0.0,0.0
Nexus 6P Build/OPR5.170623.014,5,0,0.0008,0.0,0.0
MI,5,1,0.0008,20.0,5.7159
Alcatel_5044R Build/NRD90M,5,4,0.0008,80.0,22.8637
ONE TOUCH 4016A Build/JDQ39,5,0,0.0008,0.0,0.0
Win64,4,0,0.0007,0.0,0.0
HUAWEI VNS-L21 Build/HUAWEIVNS-L21,4,0,0.0007,0.0,0.0
VTR-L29,4,0,0.0007,0.0,0.0
GT-P5210 Build/KOT49H,4,0,0.0007,0.0,0.0
orbis,4,0,0.0007,0.0,0.0
0PM92,4,2,0.0007,50.0,14.2898
G3123 Build/40.0.A.6.189,4,0,0.0007,0.0,0.0
G3123 Build/40.0.A.6.135,4,0,0.0007,0.0,0.0
SM-A510F Build/MMB29K,4,0,0.0007,0.0,0.0
TA-1044 Build/OPR1.170623.026,4,0,0.0007,0.0,0.0
E6853,4,0,0.0007,0.0,0.0
E6810,4,0,0.0007,0.0,0.0
Moto G (5) Build/NPPS25.137-93-8,4,0,0.0007,0.0,0.0
SM-N900V Build/LRX21V,4,0,0.0007,0.0,0.0
TA-1052,4,0,0.0007,0.0,0.0
GT-I9300,4,0,0.0007,0.0,0.0
SM-G928G Build/MMB29K,4,0,0.0007,0.0,0.0
LGLS992,4,0,0.0007,0.0,0.0
SM-T550,4,0,0.0007,0.0,0.0
SAMSUNG SM-G903F Build/MMB29K,4,0,0.0007,0.0,0.0
LGLS770,4,0,0.0007,0.0,0.0
SAMSUNG-SM-G890A Build/MMB29K,4,0,0.0007,0.0,0.0
LGLS665 Build/LMY47V,4,0,0.0007,0.0,0.0
5054N,4,0,0.0007,0.0,0.0
SM-N920V,4,0,0.0007,0.0,0.0
Moto G (5) Plus Build/NPNS25.137-93-8,4,0,0.0007,0.0,0.0
SAMSUNG SM-N900W8 Build/LRX21V,4,1,0.0007,25.0,7.1449
GT-I9505 Build/LRX22C,4,0,0.0007,0.0,0.0
SM-P900,4,0,0.0007,0.0,0.0
GT-I9500,4,0,0.0007,0.0,0.0
FP2,4,0,0.0007,0.0,0.0
Lenovo YT3-X50F Build/MMB29M,4,0,0.0007,0.0,0.0
SM-N910T Build/LMY47X,4,0,0.0007,0.0,0.0
Lenovo TB2-X30F Build/LenovoTB2-X30F,4,0,0.0007,0.0,0.0
Moto E (4) Build/NCQ26.69-56,4,3,0.0007,75.0,21.4347
SAMSUNG SM-J530GM Build/NRD90M,4,0,0.0007,0.0,0.0
2PYB2,4,0,0.0007,0.0,0.0
SM-S903VL,4,0,0.0007,0.0,0.0
M4 SS4452 Build/LMY47V,4,0,0.0007,0.0,0.0
Lenovo TAB 2 A7-30GC Build/KOT49H,4,0,0.0007,0.0,0.0
F3311,4,0,0.0007,0.0,0.0
SAMSUNG SM-G9650 Build/R16NW,4,2,0.0007,50.0,14.2898
SAMSUNG SM-J700T1 Build/NMF26X,4,0,0.0007,0.0,0.0
Lenovo PB2-670Y Build/MRA58K,4,3,0.0007,75.0,21.4347
AX820 Build/MRA58K,4,0,0.0007,0.0,0.0
HTC6535LVW,4,0,0.0007,0.0,0.0
iris 820 Build/MRA58K,4,0,0.0007,0.0,0.0
SAMSUNG SM-G950U1 Build/NRD90M,4,0,0.0007,0.0,0.0
HTC6545LVW,4,0,0.0007,0.0,0.0
HTCD100LVWPP,4,0,0.0007,0.0,0.0
SM-T217S Build/KOT49H,4,4,0.0007,100.0,28.5796
WAS-LX1 Build/HUAWEIWAS-LX1,4,0,0.0007,0.0,0.0
HUAWEI Build/MMB28B,4,0,0.0007,0.0,0.0
FRD-L14 Build/HUAWEIFRD-L14,4,0,0.0007,0.0,0.0
verykoolS5530 Build/LMY47I,4,0,0.0007,0.0,0.0
VS996,4,0,0.0007,0.0,0.0
STV100-2 Build/MMB29M,4,0,0.0007,0.0,0.0
SM-G930VL Build/NRD90M,4,0,0.0007,0.0,0.0
SM-G928P Build/NRD90M,4,0,0.0007,0.0,0.0
SM-G720AX,4,0,0.0007,0.0,0.0
SM-G925F Build/NRD90M,4,0,0.0007,0.0,0.0
E5606,4,0,0.0007,0.0,0.0
LG-H810,4,0,0.0007,0.0,0.0
LG-H830 Build/NRD90U,4,0,0.0007,0.0,0.0
SGP521,4,0,0.0007,0.0,0.0
SM-G850M,4,4,0.0007,100.0,28.5796
ZUUM_ZEN_I Build/LRX21M,4,0,0.0007,0.0,0.0
LG-M430 Build/NRD90U,4,0,0.0007,0.0,0.0
en-gb,4,2,0.0007,50.0,14.2898
LG-H650 Build/LMY47V,4,0,0.0007,0.0,0.0
SM-G610F,4,0,0.0007,0.0,0.0
LG-H631,4,0,0.0007,0.0,0.0
SM-T825 Build/NRD90M,4,0,0.0007,0.0,0.0
SM-T520,4,0,0.0007,0.0,0.0
SAMSUNG-SM-J320A Build/NMF26X,4,0,0.0007,0.0,0.0
XT1058 Build/LPAS23.12-21.7-1,4,0,0.0007,0.0,0.0
A1601 Build/LMY47I,4,0,0.0007,0.0,0.0
LG-K550 Build/NRD90U,4,0,0.0007,0.0,0.0
LG-K428 Build/NRD90U,4,0,0.0007,0.0,0.0
SM-G530T,4,0,0.0007,0.0,0.0
SGH-M919 Build/KTU84P,4,0,0.0007,0.0,0.0
LG-K371,4,2,0.0007,50.0,14.2898
ONE TOUCH 4033A Build/JDQ39,4,0,0.0007,0.0,0.0
SC-02H,4,0,0.0007,0.0,0.0
TA-1027 Build/N2G47H,4,0,0.0007,0.0,0.0
TA-1027 Build/OPR1.170623.026,4,0,0.0007,0.0,0.0
SM-J510FN,4,0,0.0007,0.0,0.0
TA-1028 Build/O00623,4,0,0.0007,0.0,0.0
SM-J510F,4,0,0.0007,0.0,0.0
SAMSUNG-SM-T337A Build/LMY47X,4,1,0.0007,25.0,7.1449
LG-H901,4,0,0.0007,0.0,0.0
C6906,4,0,0.0007,0.0,0.0
VS425,4,0,0.0007,0.0,0.0
SAMSUNG-SM-N910A,4,0,0.0007,0.0,0.0
AERIAL,4,1,0.0007,25.0,7.1449
REX,4,2,0.0007,50.0,14.2898
SM-G900H Build/MMB29K,4,0,0.0007,0.0,0.0
Lenovo TB-X103F Build/LenovoTB-X103F,4,0,0.0007,0.0,0.0
E5506,4,0,0.0007,0.0,0.0
KFSAWI,4,0,0.0007,0.0,0.0
SM-G920V,4,0,0.0007,0.0,0.0
KIW-L24,4,0,0.0007,0.0,0.0
Z971,4,0,0.0007,0.0,0.0
ALUMINI,4,0,0.0007,0.0,0.0
SAMSUNG-SM-G900A Build/LMY47X,4,0,0.0007,0.0,0.0
LGL164VL Build/NRD90U,4,0,0.0007,0.0,0.0
LG-V521,4,0,0.0007,0.0,0.0
SM-G920P,4,0,0.0007,0.0,0.0
Dream,4,4,0.0007,100.0,28.5796
XT1021,4,4,0.0007,100.0,28.5796
SM-G920W8,4,0,0.0007,0.0,0.0
SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,4,0,0.0007,0.0,0.0
MotoG3 Build/MPIS24.65-25.1-19,4,0,0.0007,0.0,0.0
SM-G903M,4,0,0.0007,0.0,0.0
X3402,4,0,0.0007,0.0,0.0
ALCATEL ONE TOUCH 7042A Build/JDQ39,4,0,0.0007,0.0,0.0
SM-G925I Build/LMY47X,4,0,0.0007,0.0,0.0
MotoG3 Build/MPIS24.107-55-2-17,4,0,0.0007,0.0,0.0
SM-A320Y,3,0,0.0005,0.0,0.0
TA-1025,3,0,0.0005,0.0,0.0
SM-N9500,3,0,0.0005,0.0,0.0
SM-T670,3,0,0.0005,0.0,0.0
SM-G388F,3,0,0.0005,0.0,0.0
STK_Sync_5e,3,0,0.0005,0.0,0.0
SGH-I337M,3,0,0.0005,0.0,0.0
SM-G925W8,3,0,0.0005,0.0,0.0
SM-G935W8,3,0,0.0005,0.0,0.0
TA-1025 Build/OPR1.170623.026,3,0,0.0005,0.0,0.0
STV100-1,3,0,0.0005,0.0,0.0
TA-1027,3,0,0.0005,0.0,0.0
SM-G920T1,3,0,0.0005,0.0,0.0
SM-A320FL Build/MMB29K,3,0,0.0005,0.0,0.0
SM-T555,3,0,0.0005,0.0,0.0
SM-G928V,3,0,0.0005,0.0,0.0
SGH-M919V,3,0,0.0005,0.0,0.0
SM-G390F,3,0,0.0005,0.0,0.0
SM-G900W8,3,0,0.0005,0.0,0.0
SM-G900T1,3,0,0.0005,0.0,0.0
SAMSUNG-SM-G930A,3,0,0.0005,0.0,0.0
SM-G900P Build/LRX21T,3,0,0.0005,0.0,0.0
SAMSUNG-SM-G935A,3,0,0.0005,0.0,0.0
SM-S902L,3,0,0.0005,0.0,0.0
SM-J327VPP Build/NRD90M,3,0,0.0005,0.0,0.0
SM-G318ML,3,0,0.0005,0.0,0.0
SM-J320V Build/MMB29M,3,0,0.0005,0.0,0.0
SAMSUNG-SM-J320AZ Build/MMB29K,3,0,0.0005,0.0,0.0
SM-G920I,3,0,0.0005,0.0,0.0
SAMSUNG-SGH-I497,3,0,0.0005,0.0,0.0
SM-A300M Build/KTU84P,3,3,0.0005,100.0,28.5796
SAMSUNG-SM-N900A,3,3,0.0005,100.0,28.5796
SM-G920R4,3,0,0.0005,0.0,0.0
SM-A500FU Build/MMB29M,3,0,0.0005,0.0,0.0
SM-G900F Build/LRX21T,3,0,0.0005,0.0,0.0
SM-A300FU Build/MMB29M,3,0,0.0005,0.0,0.0
SM-G955U1 Build/R16NW,3,0,0.0005,0.0,0.0
SM-J727P,3,0,0.0005,0.0,0.0
SM-J700P,3,0,0.0005,0.0,0.0
SAMSUNG-SM-G900A Build/KOT49H,3,0,0.0005,0.0,0.0
SM-S920L,3,0,0.0005,0.0,0.0
XT1225,3,0,0.0005,0.0,0.0
D2306 Build/18.6.A.0.182,3,0,0.0005,0.0,0.0
Z837VL,3,2,0.0005,66.6667,19.0531
F3113,3,0,0.0005,0.0,0.0
F3111 Build/33.3.A.1.115,3,0,0.0005,0.0,0.0
EML-L29 Build/HUAWEIEML-L29,3,0,0.0005,0.0,0.0
E6833,3,0,0.0005,0.0,0.0
LGL83BL,3,0,0.0005,0.0,0.0
LGL84VL Build/NRD90U,3,0,0.0005,0.0,0.0
E2104,3,1,0.0005,33.3333,9.5265
LGLS751,3,0,0.0005,0.0,0.0
LGLS990,3,0,0.0005,0.0,0.0
LGLS991,3,0,0.0005,0.0,0.0
WOW64,3,0,0.0005,0.0,0.0
D6503,3,0,0.0005,0.0,0.0
LGMS428,3,0,0.0005,0.0,0.0
LIMIT,3,0,0.0005,0.0,0.0
F80 PIABELLA Build/MRA58K,3,0,0.0005,0.0,0.0
CPH1701,3,0,0.0005,0.0,0.0
ZTE BLADE A6 Build/NMF26F,3,0,0.0005,0.0,0.0
ZTE-Z835,3,3,0.0005,100.0,28.5796
Build/OPR1.170623.032,3,0,0.0005,0.0,0.0
Moto C Build/NRD90M.046,3,0,0.0005,0.0,0.0
BV7000,3,0,0.0005,0.0,0.0
MotoG3 Build/MPI24.65-25.1,3,0,0.0005,0.0,0.0
BLADE V7 Build/MRA58K,3,0,0.0005,0.0,0.0
NX521J,3,0,0.0005,0.0,0.0
BBB100-3,3,0,0.0005,0.0,0.0
BBB100-1,3,0,0.0005,0.0,0.0
B3-A40,3,0,0.0005,0.0,0.0
B1-750,3,0,0.0005,0.0,0.0
VS835,3,0,0.0005,0.0,0.0
XT1008,3,0,0.0005,0.0,0.0
F80'S+,3,0,0.0005,0.0,0.0
iris50,3,0,0.0005,0.0,0.0
XT1580 Build/NPKS25.200-17-8,3,0,0.0005,0.0,0.0
KFJWI,3,0,0.0005,0.0,0.0
KFMEWI,3,0,0.0005,0.0,0.0
KFSOWI,3,0,0.0005,0.0,0.0
KYOCERA-C6742A Build/LMY47V,3,0,0.0005,0.0,0.0
Intel,3,0,0.0005,0.0,0.0
LG-D213,3,0,0.0005,0.0,0.0
XT1092,3,0,0.0005,0.0,0.0
LG-D625,3,0,0.0005,0.0,0.0
LG-D693n,3,0,0.0005,0.0,0.0
LG-D722,3,0,0.0005,0.0,0.0
XT1064,3,0,0.0005,0.0,0.0
Hisense F8 MINI Build/NRD90M,3,0,0.0005,0.0,0.0
XT1580,3,0,0.0005,0.0,0.0
Hisense E51 Build/LMY47V,3,3,0.0005,100.0,28.5796
XT1609 Build/NPIS26.48-38-3,3,1,0.0005,33.3333,9.5265
LG-P714,3,0,0.0005,0.0,0.0
HIGHWAY,3,0,0.0005,0.0,0.0
XT1033,3,3,0.0005,100.0,28.5796
GT-P5113,3,0,0.0005,0.0,0.0
LG-H815,3,0,0.0005,0.0,0.0
LG-K330,3,2,0.0005,66.6667,19.0531
GT-I9506,3,0,0.0005,0.0,0.0
Z410,3,1,0.0005,33.3333,9.5265
LG-K373,3,0,0.0005,0.0,0.0
LG-K420,3,0,0.0005,0.0,0.0
LG-K550,3,0,0.0005,0.0,0.0
LG-LS998,3,0,0.0005,0.0,0.0
LG-M154,3,0,0.0005,0.0,0.0
LG-M200 Build/NRD90U,3,0,0.0005,0.0,0.0
G3313,3,0,0.0005,0.0,0.0
Aquaris_A4.5,3,0,0.0005,0.0,0.0
XT1528,3,0,0.0005,0.0,0.0
P5026A,3,0,0.0005,0.0,0.0
SAMSUNG SM-A730F Build/NMF26X,3,0,0.0005,0.0,0.0
SAMSUNG SM-G925P Build/NRD90M,3,0,0.0005,0.0,0.0
SAMSUNG SM-G892A Build/R16NW,3,0,0.0005,0.0,0.0
verykoolS5525,3,0,0.0005,0.0,0.0
SAMSUNG SM-G530T Build/LMY47X,3,0,0.0005,0.0,0.0
Redmi 4A Build/N2G47H,3,0,0.0005,0.0,0.0
P5526A Build/NRD90M,3,1,0.0005,33.3333,9.5265
AX921 Build/MRA58K,3,0,0.0005,0.0,0.0
PH-1,3,0,0.0005,0.0,0.0
AM508,3,0,0.0005,0.0,0.0
6045I Build/LRX22G,3,2,0.0005,66.6667,19.0531
TRT-LX3,3,0,0.0005,0.0,0.0
moto g(6) play Build/OPP27.61-14-4,3,0,0.0005,0.0,0.0
Techpad,3,0,0.0005,0.0,0.0
ASUS_X00ID,3,0,0.0005,0.0,0.0
ASUS_X00DDA,3,0,0.0005,0.0,0.0
S57 Build/KTU84P,3,0,0.0005,0.0,0.0
P5006A Build/NRD90M,3,0,0.0005,0.0,0.0
PSPC550 Build/LMY47D,3,0,0.0005,0.0,0.0
R2,3,0,0.0005,0.0,0.0
RCT6223W87,3,0,0.0005,0.0,0.0
ONE A2003 Build/MMB29M,3,0,0.0005,0.0,0.0
A0001 Build/MHC19Q,3,0,0.0005,0.0,0.0
P5006A,3,0,0.0005,0.0,0.0
verykoolS5005,3,0,0.0005,0.0,0.0
TREKKER-M1,3,0,0.0005,0.0,0.0
8080 Build/LRX21M,3,0,0.0005,0.0,0.0
REVVLPLUS,3,1,0.0005,33.3333,9.5265
A466BG,3,3,0.0005,100.0,28.5796
5095I Build/MRA58K,3,0,0.0005,0.0,0.0
RS988,3,0,0.0005,0.0,0.0
SAMSUNG SM-N900T Build/LRX21V,3,0,0.0005,0.0,0.0
VK700 Build/LRX22G,3,0,0.0005,0.0,0.0
TOMMY2,3,0,0.0005,0.0,0.0
GT-N8000,2,0,0.0003,0.0,0.0
SM-P605V,2,0,0.0003,0.0,0.0
GT-P5110,2,0,0.0003,0.0,0.0
Z799VL,2,0,0.0003,0.0,0.0
SM-G935U,2,0,0.0003,0.0,0.0
GT-N7100,2,0,0.0003,0.0,0.0
Z,2,1,0.0003,50.0,14.2898
GRANT,2,0,0.0003,0.0,0.0
GT-I9515,2,0,0.0003,0.0,0.0
Z557BL,2,1,0.0003,50.0,14.2898
GT-I9195L,2,1,0.0003,50.0,14.2898
GT-S7390,2,0,0.0003,0.0,0.0
5056N,2,0,0.0003,0.0,0.0
SM-N9005 Build/LRX21V,2,0,0.0003,0.0,0.0
HTCD160LVWPP,2,0,0.0003,0.0,0.0
Grand,2,0,0.0003,0.0,0.0
SM-G930T1,2,0,0.0003,0.0,0.0
2PZC5,2,0,0.0003,0.0,0.0
4009F,2,0,0.0003,0.0,0.0
4027A Build/KOT49H,2,0,0.0003,0.0,0.0
Joy,2,0,0.0003,0.0,0.0
Ilium X220 Build/MRA58K,2,0,0.0003,0.0,0.0
Ilium L1000 Build/LRX22G,2,0,0.0003,0.0,0.0
SM-G925P Build/NRD90M,2,0,0.0003,0.0,0.0
verykools5004,2,0,0.0003,0.0,0.0
SM-S327VL,2,0,0.0003,0.0,0.0
IdeaTab,2,0,0.0003,0.0,0.0
verykools4009,2,0,0.0003,0.0,0.0
XT1575,2,0,0.0003,0.0,0.0
5017A,2,0,0.0003,0.0,0.0
XT1575 Build/NPHS25.200-23-1,2,0,0.0003,0.0,0.0
Hisense T963 Build/MRA58K,2,0,0.0003,0.0,0.0
5042A,2,0,0.0003,0.0,0.0
SM-T585,2,0,0.0003,0.0,0.0
XT1609,2,2,0.0003,100.0,28.5796
XT1609 Build/MPIS24.241-2.35-1-17,2,0,0.0003,0.0,0.0
SM-P607T,2,0,0.0003,0.0,0.0
HTCD200LVW,2,0,0.0003,0.0,0.0
HP,2,0,0.0003,0.0,0.0
Gravity Build/NRD90M,2,0,0.0003,0.0,0.0
G620S-L03,2,0,0.0003,0.0,0.0
A3_mini,2,0,0.0003,0.0,0.0
rv:61.0,2,1,0.0003,50.0,14.2898
SM-T377T,2,0,0.0003,0.0,0.0
SM-J500H,2,0,0.0003,0.0,0.0
XT1563,2,0,0.0003,0.0,0.0
CPH1723,2,0,0.0003,0.0,0.0
SM-J510FN Build/NMF26X,2,0,0.0003,0.0,0.0
COVET Build/NRD90M,2,0,0.0003,0.0,0.0
SM-T377V,2,0,0.0003,0.0,0.0
C6903,2,0,0.0003,0.0,0.0
SM-J530G,2,0,0.0003,0.0,0.0
SM-J700F,2,0,0.0003,0.0,0.0
C1904,2,0,0.0003,0.0,0.0
ZUR70016,2,0,0.0003,0.0,0.0
Blade A460 Build/LMY47O,2,0,0.0003,0.0,0.0
Advance,2,0,0.0003,0.0,0.0
SM-G955F,2,2,0.0003,100.0,28.5796
BNTV400,2,0,0.0003,0.0,0.0
BND-L34,2,0,0.0003,0.0,0.0
SM-N910P,2,0,0.0003,0.0,0.0
SM-N910H,2,0,0.0003,0.0,0.0
BG2-W09,2,0,0.0003,0.0,0.0
m3,2,0,0.0003,0.0,0.0
Alcatel_4060A,2,0,0.0003,0.0,0.0
Alumini3 Build/MRA58K,2,2,0.0003,100.0,28.5796
Alumini3Plus,2,0,0.0003,0.0,0.0
Archos,2,0,0.0003,0.0,0.0
SM-N900P Build/LRX21V,2,0,0.0003,0.0,0.0
Aquaris X5 Plus Build/NMF26F,2,0,0.0003,0.0,0.0
AX821 Build/MRA58K,2,0,0.0003,0.0,0.0
D5316,2,0,0.0003,0.0,0.0
ZEIA8,2,2,0.0003,100.0,28.5796
AX1070,2,0,0.0003,0.0,0.0
G527-U081,2,0,0.0003,0.0,0.0
Z833,2,0,0.0003,0.0,0.0
FEVER,2,0,0.0003,0.0,0.0
rv:52.9,2,1,0.0003,50.0,14.2898
Aquaris U Plus Build/NMF26F,2,0,0.0003,0.0,0.0
Z839,2,0,0.0003,0.0,0.0
F3213,2,0,0.0003,0.0,0.0
SM-J100MU,2,0,0.0003,0.0,0.0
Energy X 2 Build/E050L,2,0,0.0003,0.0,0.0
Edison,2,0,0.0003,0.0,0.0
rv:37.0,2,0,0.0003,0.0,0.0
EGO,2,0,0.0003,0.0,0.0
rv:33.0,2,0,0.0003,0.0,0.0
SM-J200H,2,0,0.0003,0.0,0.0
Z963VL,2,0,0.0003,0.0,0.0
E6633,2,0,0.0003,0.0,0.0
ASUS_X00DD,2,0,0.0003,0.0,0.0
SM-T320 Build/KOT49H,2,0,0.0003,0.0,0.0
E6603,2,0,0.0003,0.0,0.0
E5803,2,0,0.0003,0.0,0.0
DT0704K08,2,0,0.0003,0.0,0.0
SM-J320VPP,2,0,0.0003,0.0,0.0
ATT-IE11,2,0,0.0003,0.0,0.0
D6708,2,0,0.0003,0.0,0.0
SM-T337V,2,0,0.0003,0.0,0.0
D2306,2,0,0.0003,0.0,0.0
SAMSUNG SM-T550 Build/NMF26X,2,0,0.0003,0.0,0.0
K90U,2,0,0.0003,0.0,0.0
PE-TL10,2,0,0.0003,0.0,0.0
LGLS775 Build/MMB29M,2,0,0.0003,0.0,0.0
SM-E500M,2,0,0.0003,0.0,0.0
PLUS,2,0,0.0003,0.0,0.0
LGLS675 Build/LMY47V,2,0,0.0003,0.0,0.0
SM-E700M,2,0,0.0003,0.0,0.0
LGL62VL,2,0,0.0003,0.0,0.0
LGL58VL,2,0,0.0003,0.0,0.0
UL40,2,0,0.0003,0.0,0.0
LGL52VL Build/LMY47V,2,0,0.0003,0.0,0.0
U,2,0,0.0003,0.0,0.0
SAMSUNG-SM-J727AZ,2,0,0.0003,0.0,0.0
SM-G361F,2,0,0.0003,0.0,0.0
SM-G386T,2,0,0.0003,0.0,0.0
SAMSUNG-SM-J727A Build/NRD90M,2,0,0.0003,0.0,0.0
LGL163BL,2,0,0.0003,0.0,0.0
X78,2,0,0.0003,0.0,0.0
TA-1038,2,0,0.0003,0.0,0.0
LG-SP320,2,1,0.0003,50.0,14.2898
SM-G530M,2,0,0.0003,0.0,0.0
SAMSUNG-SM-J320AZ,2,0,0.0003,0.0,0.0
R831L,2,0,0.0003,0.0,0.0
SAMSUNG-SM-J120A,2,0,0.0003,0.0,0.0
RCT6303W87M7 Build/MRA58K,2,0,0.0003,0.0,0.0
VFD,2,0,0.0003,0.0,0.0
P00C,2,0,0.0003,0.0,0.0
LG-M322,2,0,0.0003,0.0,0.0
SM-A710M,2,1,0.0003,50.0,14.2898
T1,2,0,0.0003,0.0,0.0
SH-04F,2,0,0.0003,0.0,0.0
VS985,2,0,0.0003,0.0,0.0
N817,2,0,0.0003,0.0,0.0
SM-A310M,2,0,0.0003,0.0,0.0
Moto C Build/NRD90M.050,2,0,0.0003,0.0,0.0
Mi,2,2,0.0003,100.0,28.5796
VS996 Build/OPR1.170623.026,2,0,0.0003,0.0,0.0
SGP621 Build/23.5.A.1.291,2,0,0.0003,0.0,0.0
VS820,2,0,0.0003,0.0,0.0
Star,2,0,0.0003,0.0,0.0
MTT,2,0,0.0003,0.0,0.0
SGP511,2,0,0.0003,0.0,0.0
MI MAX 2 Build/NMF26F,2,0,0.0003,0.0,0.0
MAMI,2,0,0.0003,0.0,0.0
MALC,2,0,0.0003,0.0,0.0
M4 SS4457-R Build/NRD90M,2,0,0.0003,0.0,0.0
WAS-L03T Build/HUAWEIWAS-L03T,2,0,0.0003,0.0,0.0
LT30p,2,0,0.0003,0.0,0.0
LOGIC,2,0,0.0003,0.0,0.0
ONEPLUS,2,0,0.0003,0.0,0.0
Origins,2,0,0.0003,0.0,0.0
LGUS991,2,0,0.0003,0.0,0.0
LG-P708g,2,0,0.0003,0.0,0.0
R1,2,0,0.0003,0.0,0.0
LG-M257,2,0,0.0003,0.0,0.0
LG-H735 Build/LMY47V,2,0,0.0003,0.0,0.0
LG-H525n Build/MRA58K,2,0,0.0003,0.0,0.0
TA-1038 Build/O00623,2,0,0.0003,0.0,0.0
LG-M150,2,0,0.0003,0.0,0.0
SM-G900I,2,0,0.0003,0.0,0.0
SAMSUNG-SM-G920AZ,2,0,0.0003,0.0,0.0
