interaction,amt_bin,ProductCD,transaction_count,fraud_count,mean_amt,fraud_rate,relative_risk,card4,addr1,card6
card4×addr1,,,613,5,613,0.8157,0.2331,mastercard,343.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,345.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,346.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,347.0,
card4×addr1,,,21,0,21,0.0,0.0,mastercard,348.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,349.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,352.0,
card4×addr1,,,25,0,25,0.0,0.0,mastercard,356.0,
card4×addr1,,,7,0,7,0.0,0.0,mastercard,359.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,366.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,369.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,371.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,373.0,
card4×addr1,,,6,0,6,0.0,0.0,mastercard,374.0,
card4×addr1,,,11,0,11,0.0,0.0,mastercard,375.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,377.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,379.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,381.0,
card4×addr1,,,479,5,479,1.0438,0.2983,mastercard,384.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,385.0,
card4×addr1,,,2730,45,2730,1.6484,0.4711,mastercard,387.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,389.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,390.0,
card4×addr1,,,15,7,15,46.6667,13.3371,mastercard,391.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,393.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,395.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,397.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,399.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,401.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,402.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,403.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,404.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,406.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,409.0,
card4×addr1,,,12,0,12,0.0,0.0,mastercard,410.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,411.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,416.0,
card4×addr1,,,11,0,11,0.0,0.0,mastercard,418.0,
card4×addr1,,,663,11,663,1.6591,0.4742,mastercard,420.0,
card4×addr1,,,8,0,8,0.0,0.0,mastercard,426.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,427.0,
card4×addr1,,,442,10,442,2.2624,0.6466,mastercard,428.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,430.0,
card4×addr1,,,23,13,23,56.5217,16.1537,mastercard,431.0,
card4×addr1,,,11,3,11,27.2727,7.7944,mastercard,432.0,
card4×addr1,,,2133,57,2133,2.6723,0.7637,mastercard,433.0,
card4×addr1,,,6,0,6,0.0,0.0,mastercard,435.0,
card4×addr1,,,1078,14,1078,1.2987,0.3712,mastercard,436.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,439.0,
card4×addr1,,,5240,86,5240,1.6412,0.469,mastercard,441.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,443.0,
card4×addr1,,,575,2,575,0.3478,0.0994,mastercard,444.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,445.0,
card4×addr1,,,426,5,426,1.1737,0.3354,mastercard,448.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,450.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,451.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,452.0,
card4×addr1,,,6,2,6,33.3333,9.5265,mastercard,453.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,454.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,462.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,463.0,
card4×addr1,,,202,17,202,8.4158,2.4052,mastercard,465.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,466.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,468.0,
card4×addr1,,,393,11,393,2.799,0.7999,mastercard,469.0,
card4×addr1,,,2,1,2,50.0,14.2898,mastercard,471.0,
card4×addr1,,,3380,56,3380,1.6568,0.4735,mastercard,472.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,474.0,
card4×addr1,,,2386,52,2386,2.1794,0.6229,mastercard,476.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,477.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,478.0,
card4×addr1,,,8,0,8,0.0,0.0,mastercard,479.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,481.0,
card4×addr1,,,6,4,6,66.6667,19.0531,mastercard,483.0,
card4×addr1,,,2689,55,2689,2.0454,0.5846,mastercard,485.0,
card4×addr1,,,32,0,32,0.0,0.0,mastercard,486.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,491.0,
card4×addr1,,,287,7,287,2.439,0.6971,mastercard,492.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,493.0,
card4×addr1,,,1293,9,1293,0.6961,0.1989,mastercard,494.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,496.0,
card4×addr1,,,1752,13,1752,0.742,0.2121,mastercard,498.0,
card4×addr1,,,18,0,18,0.0,0.0,mastercard,499.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,501.0,
card4×addr1,,,388,5,388,1.2887,0.3683,mastercard,502.0,
card4×addr1,,,6,0,6,0.0,0.0,mastercard,504.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,505.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,506.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,507.0,
card4×addr1,,,27,0,27,0.0,0.0,mastercard,508.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,509.0,
card4×addr1,,,65,7,65,10.7692,3.0778,mastercard,511.0,
card4×addr1,,,1956,45,1956,2.3006,0.6575,mastercard,512.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,513.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,514.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,518.0,
card4×addr1,,,14,0,14,0.0,0.0,mastercard,520.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,523.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,527.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,528.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,529.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,531.0,
card4×addr1,,,80,8,80,10.0,2.858,mastercard,536.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,540.0,
card4×addr1,,,22,0,22,0.0,0.0,visa,100.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,101.0,
card4×addr1,,,13,0,13,0.0,0.0,visa,102.0,
card4×addr1,,,7,0,7,0.0,0.0,visa,104.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,105.0,
card4×addr1,,,15,0,15,0.0,0.0,visa,106.0,
card4×addr1,,,2267,58,2267,2.5584,0.7312,visa,110.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,112.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,119.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,120.0,
card4×addr1,,,1186,111,1186,9.3592,2.6748,visa,122.0,
card4×addr1,,,8075,161,8075,1.9938,0.5698,visa,123.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,124.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,125.0,
card4×addr1,,,10865,226,10865,2.0801,0.5945,visa,126.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,127.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,128.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,129.0,
card4×addr1,,,179,9,179,5.0279,1.437,visa,130.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,132.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,133.0,
card4×addr1,,,7,0,7,0.0,0.0,visa,134.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,137.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,139.0,
card4×addr1,,,13,0,13,0.0,0.0,visa,142.0,
card4×addr1,,,5876,87,5876,1.4806,0.4231,visa,143.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,144.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,145.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,146.0,
card4×addr1,,,54,0,54,0.0,0.0,visa,148.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,151.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,152.0,
card4×addr1,,,8,0,8,0.0,0.0,visa,154.0,
card4×addr1,,,11,1,11,9.0909,2.5981,visa,155.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,156.0,
card4×addr1,,,155,5,155,3.2258,0.9219,visa,157.0,
card4×addr1,,,1086,33,1086,3.0387,0.8684,visa,158.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,159.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,160.0,
card4×addr1,,,235,46,235,19.5745,5.5943,visa,161.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,162.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,166.0,
card4×addr1,,,35,2,35,5.7143,1.6331,visa,167.0,
card4×addr1,,,1328,53,1328,3.991,1.1406,visa,170.0,
card4×addr1,,,7,2,7,28.5714,8.1656,visa,171.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,172.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,174.0,
card4×addr1,,,3373,122,3373,3.617,1.0337,visa,177.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,178.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,180.0,
card4×addr1,,,7059,148,7059,2.0966,0.5992,visa,181.0,
card4×addr1,,,11099,148,11099,1.3335,0.3811,visa,184.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,187.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,189.0,
card4×addr1,,,9359,177,9359,1.8912,0.5405,visa,191.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,193.0,
card4×addr1,,,1264,9,1264,0.712,0.2035,visa,194.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,196.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,198.0,
card4×addr1,,,12,0,12,0.0,0.0,visa,199.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,201.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,202.0,
card4×addr1,,,2176,39,2176,1.7923,0.5122,visa,203.0,
card4×addr1,,,28243,693,28243,2.4537,0.7013,visa,204.0,
card4×addr1,,,3809,43,3809,1.1289,0.3226,visa,205.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,206.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,208.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,210.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,213.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,215.0,
card4×addr1,,,39,10,39,25.641,7.3281,visa,216.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,218.0,
card4×addr1,,,4014,114,4014,2.8401,0.8117,visa,220.0,
card4×addr1,,,8,0,8,0.0,0.0,visa,221.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,223.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,224.0,
card4×addr1,,,4140,108,4140,2.6087,0.7456,visa,225.0,
card4×addr1,,,3204,161,3204,5.025,1.4361,visa,226.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,227.0,
card4×addr1,,,4707,147,4707,3.123,0.8925,visa,231.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,232.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,233.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,236.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,238.0,
card4×addr1,,,17,4,17,23.5294,6.7246,visa,239.0,
card4×addr1,,,46,3,46,6.5217,1.8639,visa,242.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,244.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,245.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,247.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,250.0,
card4×addr1,,,2836,61,2836,2.1509,0.6147,visa,251.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,252.0,
card4×addr1,,,578,10,578,1.7301,0.4945,visa,253.0,
card4×addr1,,,57,0,57,0.0,0.0,visa,254.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,255.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,257.0,
card4×addr1,,,26,0,26,0.0,0.0,visa,258.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,259.0,
card4×addr1,,,5,2,5,40.0,11.4318,visa,260.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,261.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,262.0,
card4×addr1,,,24393,394,24393,1.6152,0.4616,visa,264.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,265.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,268.0,
card4×addr1,,,3765,99,3765,2.6295,0.7515,visa,269.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,270.0,
card4×addr1,,,13379,361,13379,2.6983,0.7712,visa,272.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,274.0,
card4×addr1,,,10,0,10,0.0,0.0,visa,275.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,276.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,277.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,278.0,
card4×addr1,,,425,14,425,3.2941,0.9414,visa,284.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,286.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,290.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,294.0,
card4×addr1,,,223,57,223,25.5605,7.3051,visa,296.0,
card4×addr1,,,7,0,7,0.0,0.0,visa,297.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,298.0,
card4×addr1,,,34211,718,34211,2.0987,0.5998,visa,299.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,300.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,303.0,
card4×addr1,,,8,6,8,75.0,21.4347,visa,305.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,306.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,307.0,
card4×addr1,,,804,79,804,9.8259,2.8082,visa,308.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,309.0,
card4×addr1,,,7028,137,7028,1.9493,0.5571,visa,310.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,312.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,313.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,314.0,
card4×addr1,,,13696,264,13696,1.9276,0.5509,visa,315.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,318.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,321.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,322.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,323.0,
card4×addr1,,,1716,76,1716,4.4289,1.2658,visa,324.0,
card4×addr1,,,27298,712,27298,2.6082,0.7454,visa,325.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,326.0,
card4×addr1,,,4776,106,4776,2.2194,0.6343,visa,327.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,329.0,
card4×addr1,,,17078,552,17078,3.2322,0.9237,visa,330.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,331.0,
card4×addr1,,,10,0,10,0.0,0.0,visa,332.0,
card4×addr1,,,10565,331,10565,3.133,0.8954,visa,337.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,338.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,340.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,341.0,
card4×addr1,,,1065,24,1065,2.2535,0.644,visa,343.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,346.0,
card4×addr1,,,60,6,60,10.0,2.858,visa,348.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,349.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,351.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,353.0,
card4×addr1,,,57,12,57,21.0526,6.0167,visa,356.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,358.0,
card4×addr1,,,11,1,11,9.0909,2.5981,visa,359.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,360.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,361.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,365.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,366.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,368.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,369.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,371.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,372.0,
card4×addr1,,,8,1,8,12.5,3.5724,visa,374.0,
card4×addr1,,,11,0,11,0.0,0.0,visa,375.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,376.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,379.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,381.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,382.0,
card4×addr1,,,1141,40,1141,3.5057,1.0019,visa,384.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,385.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,386.0,
card4×addr1,,,5127,109,5127,2.126,0.6076,visa,387.0,
card4×addr1,,,20,9,20,45.0,12.8608,visa,391.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,393.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,396.0,
card4×addr1,,,2,1,2,50.0,14.2898,visa,399.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,400.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,403.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,404.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,406.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,408.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,409.0,
card4×addr1,,,30,0,30,0.0,0.0,visa,410.0,
card4×addr1,,,10,0,10,0.0,0.0,visa,411.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,417.0,
card4×addr1,,,79,5,79,6.3291,1.8088,visa,418.0,
card4×addr1,,,2839,106,2839,3.7337,1.0671,visa,420.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,425.0,
card4×addr1,,,24,5,24,20.8333,5.9541,visa,426.0,
card4×addr1,,,953,23,953,2.4134,0.6897,visa,428.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,429.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,430.0,
card4×addr1,,,15,0,15,0.0,0.0,visa,431.0,
card4×addr1,,,20,8,20,40.0,11.4318,visa,432.0,
card4×addr1,,,5398,94,5398,1.7414,0.4977,visa,433.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,434.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,435.0,
card4×addr1,,,1999,23,1999,1.1506,0.3288,visa,436.0,
card4×addr1,,,15073,412,15073,2.7334,0.7812,visa,441.0,
card4×addr1,,,19,0,19,0.0,0.0,visa,443.0,
card4×addr1,,,1435,14,1435,0.9756,0.2788,visa,444.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,445.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,446.0,
card4×addr1,,,440,11,440,2.5,0.7145,visa,448.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,452.0,
card4×addr1,,,15,2,15,13.3333,3.8106,visa,453.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,456.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,457.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,458.0,
card4×addr1,,,7,0,7,0.0,0.0,visa,459.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,464.0,
card4×addr1,,,299,25,299,8.3612,2.3896,visa,465.0,
card4×addr1,,,1,1,1,100.0,28.5796,visa,466.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,467.0,
card4×addr1,,,2303,57,2303,2.475,0.7073,visa,469.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,470.0,
card4×addr1,,,4772,147,4772,3.0805,0.8804,visa,472.0,
card4×addr1,,,6893,228,6893,3.3077,0.9453,visa,476.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,478.0,
card4×addr1,,,5,3,5,60.0,17.1478,visa,479.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,482.0,
card4×addr1,,,17,9,17,52.9412,15.1304,visa,483.0,
card4×addr1,,,3991,75,3991,1.8792,0.5371,visa,485.0,
card4×addr1,,,22,0,22,0.0,0.0,visa,486.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,488.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,489.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,491.0,
card4×addr1,,,678,3,678,0.4425,0.1265,visa,492.0,
card4×addr1,,,3671,30,3671,0.8172,0.2336,visa,494.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,496.0,
card4×addr1,,,2854,128,2854,4.4849,1.2818,visa,498.0,
card4×addr1,,,8,0,8,0.0,0.0,visa,499.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,500.0,
card4×addr1,,,3,2,3,66.6667,19.0531,visa,501.0,
card4×addr1,,,438,13,438,2.968,0.8482,visa,502.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,503.0,
card4×addr1,,,4,0,4,0.0,0.0,visa,504.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,507.0,
card4×addr1,,,43,3,43,6.9767,1.9939,visa,508.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,509.0,
card4×addr1,,,91,3,91,3.2967,0.9422,visa,511.0,
card4×addr1,,,6185,227,6185,3.6702,1.0489,visa,512.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,515.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,516.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,517.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,519.0,
card4×addr1,,,12,0,12,0.0,0.0,visa,520.0,
card4×addr1,,,6,0,6,0.0,0.0,visa,521.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,522.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,523.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,526.0,
card4×addr1,,,3,0,3,0.0,0.0,visa,527.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,529.0,
card4×addr1,,,1,0,1,0.0,0.0,visa,530.0,
card4×addr1,,,2,0,2,0.0,0.0,visa,535.0,
card4×addr1,,,213,42,213,19.7183,5.6354,visa,536.0,
card4×addr1,,,5,0,5,0.0,0.0,visa,540.0,
amt_bin×card6,Very Low,,3,0,3,0.0,0.0,,,charge card
amt_bin×card6,Very Low,,8706,1177,8706,13.5194,3.8638,,,credit
amt_bin×card6,Very Low,,21084,1120,21084,5.3121,1.5182,,,debit
amt_bin×card6,Low,,9,0,9,0.0,0.0,,,charge card
amt_bin×card6,Low,,72264,4649,72264,6.4334,1.8386,,,credit
amt_bin×card6,Low,,265656,5652,265656,2.1276,0.6081,,,debit
amt_bin×card6,Low,,16,0,16,0.0,0.0,,,debit or credit
amt_bin×card6,Medium,,3,0,3,0.0,0.0,,,charge card
amt_bin×card6,Medium,,57085,3501,57085,6.133,1.7528,,,credit
amt_bin×card6,Medium,,141329,3518,141329,2.4892,0.7114,,,debit
amt_bin×card6,Medium,,13,0,13,0.0,0.0,,,debit or credit
amt_bin×card6,High,,9847,608,9847,6.1745,1.7646,,,credit
amt_bin×card6,High,,10925,357,10925,3.2677,0.9339,,,debit
amt_bin×card6,High,,1,0,1,0.0,0.0,,,debit or credit
amt_bin×card6,Very High,,1084,15,1084,1.3838,0.3955,,,credit
amt_bin×card6,Very High,,944,27,944,2.8602,0.8174,,,debit
